Char	Lexicality	Key	PY	Pho	IPA	Tone	Onset	SyStruct	SyLen	PyLen	SegLen	PhoLen	Dom_POS	Freq_Dom_POS	Percent_Dom_POS	Other_POSes	FreqPM	Homophones	HD	PND	Sub_PND	Add_PND	Del_PND	Neighbors	NF	CC	CS	Btw	Close	Eigen
妸	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
妿	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
娿	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
婀	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
屙	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
痾	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
阿	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
鵝	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
咹	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
垩	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
惡	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
鍔	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
锷	added	@	e	@	ə	NA	@	V	1	1	1	1	added	0	0	NA	0	俄, 娥, 峨, 蚵, 蛾, 讹, 锇, 额, 鹅, 噁, 恶, 厄, 呃, 噩, 愕, 扼, 搤, 腭, 萼, 轭, 遏, 鄂, 颚, 饿, 鳄	25	19	0	19	0	@ i, @ n, @ r, @ y, c @, C @, k @, K @, l @, n @, r @, s @, S @, t @, T @, x @, y @, z @, Z @	185224.263157895	0.65	NA	NA	NA	NA
鞥	added	@N	eng	@ N	əŋ	NA	@	VN	1	3	2	2	added	0	0	NA	0	NA	NA	26	6	19	1	@ r, @ n, i N, @ y, a N, @ i, n @ N, t @ N, Z @ N, C @ N, S @ N, f @ N, r @ N, m @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, @	62966.4210526	0.56	NA	NA	NA	NA
峎	added	@n	en	@ n	ən	NA	@	VN	1	2	2	2	added	0	0	NA	0	嗯, 恩, 摁	3	23	6	16	1	@ r, a n, i n, y n, @ y, @ i, x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, f @ n, S @ n, p @ n, K @ n, C @ n, z @ n, P @ n, s @ n, n @ n, @ y n, @	84888.4583333	0.46	NA	NA	NA	NA
尔	added	@r	er	@ r	əɹ	NA	@	VR	1	2	2	2	added	0	0	NA	0	儿, 而, 鸸, 尓, 尔, 珥, 耳, 饵, 二, 贰	10	13	3	9	1	@ n, @ y, @ i, Z @ r, @ r i, y @ r, f @ r, @ r y, i @ r, k @ r, @ r u, u @ r, @	45062.5555556	0.33	NA	NA	NA	NA
餌	added	@r	er	@ r	əɹ	NA	@	VR	1	2	2	2	added	0	0	NA	0	儿, 而, 鸸, 尓, 尔, 珥, 耳, 饵, 二, 贰	10	13	3	9	1	@ n, @ y, @ i, Z @ r, @ r i, y @ r, f @ r, @ r y, i @ r, k @ r, @ r u, u @ r, @	45062.5555556	0.33	NA	NA	NA	NA
迩	added	@r	er	@ r	əɹ	NA	@	VR	1	2	2	2	added	0	0	NA	0	儿, 而, 鸸, 尓, 尔, 珥, 耳, 饵, 二, 贰	10	13	3	9	1	@ n, @ y, @ i, Z @ r, @ r i, y @ r, f @ r, @ r y, i @ r, k @ r, @ r u, u @ r, @	45062.5555556	0.33	NA	NA	NA	NA
瘈	added	C1	chi	C 1	tʂʻɨ	NA	C	CV	1	3	2	2	added	0	0	NA	0	吃, 哧, 嗤, 痴, 笞, 蚩, 匙, 持, 池, 茬, 迟, 驰, 侈, 呎, 尺, 耻, 齿, 叱, 敕, 斥, 炽, 翅, 赤, 饬	24	13	9	4	0	S 1, Z 1, s 1, c 1, C u, C @, C a, z 1, r 1, u C 1, y C 1, C 1 i, C 1 y	161047.694444	0.26	NA	NA	NA	NA
齒	added	C1	chi	C 1	tʂʻɨ	NA	C	CV	1	3	2	2	added	0	0	NA	0	吃, 哧, 嗤, 痴, 笞, 蚩, 匙, 持, 池, 茬, 迟, 驰, 侈, 呎, 尺, 耻, 齿, 叱, 敕, 斥, 炽, 翅, 赤, 饬	24	13	9	4	0	S 1, Z 1, s 1, c 1, C u, C @, C a, z 1, r 1, u C 1, y C 1, C 1 i, C 1 y	161047.694444	0.26	NA	NA	NA	NA
恥	added	C1	chi	C 1	tʂʻɨ	NA	C	CV	1	3	2	2	added	0	0	NA	0	吃, 哧, 嗤, 痴, 笞, 蚩, 匙, 持, 池, 茬, 迟, 驰, 侈, 呎, 尺, 耻, 齿, 叱, 敕, 斥, 炽, 翅, 赤, 饬	24	13	9	4	0	S 1, Z 1, s 1, c 1, C u, C @, C a, z 1, r 1, u C 1, y C 1, C 1 i, C 1 y	161047.694444	0.26	NA	NA	NA	NA
喫	added	C1	chi	C 1	tʂʻɨ	NA	C	CV	1	3	2	2	added	0	0	NA	0	吃, 哧, 嗤, 痴, 笞, 蚩, 匙, 持, 池, 茬, 迟, 驰, 侈, 呎, 尺, 耻, 齿, 叱, 敕, 斥, 炽, 翅, 赤, 饬	24	13	9	4	0	S 1, Z 1, s 1, c 1, C u, C @, C a, z 1, r 1, u C 1, y C 1, C 1 i, C 1 y	161047.694444	0.26	NA	NA	NA	NA
啻	added	C1	chi	C 1	tʂʻɨ	NA	C	CV	1	3	2	2	added	0	0	NA	0	吃, 哧, 嗤, 痴, 笞, 蚩, 匙, 持, 池, 茬, 迟, 驰, 侈, 呎, 尺, 耻, 齿, 叱, 敕, 斥, 炽, 翅, 赤, 饬	24	13	9	4	0	S 1, Z 1, s 1, c 1, C u, C @, C a, z 1, r 1, u C 1, y C 1, C 1 i, C 1 y	161047.694444	0.26	NA	NA	NA	NA
車	added	C@	che	C @	tʂʻə	NA	C	CV	1	3	2	2	added	0	0	NA	0	车, 扯, 坼, 彻, 掣, 撤, 澈, 辙	8	22	17	4	1	t @, l @, Z @, k @, n @, K @, C u, C 1, x @, C a, S @, r @, T @, s @, z @, c @, y @, C @ N, C @ n, C u @, C a @, @	238928.058824	0.48	NA	NA	NA	NA
徹	added	C@	che	C @	tʂʻə	NA	C	CV	1	3	2	2	added	0	0	NA	0	车, 扯, 坼, 彻, 掣, 撤, 澈, 辙	8	22	17	4	1	t @, l @, Z @, k @, n @, K @, C u, C 1, x @, C a, S @, r @, T @, s @, z @, c @, y @, C @ N, C @ n, C u @, C a @, @	238928.058824	0.48	NA	NA	NA	NA
懲	added	C@N	cheng	C @ N	tʂʻəŋ	NA	C	CVN	1	5	3	3	added	0	0	NA	0	撑, 称, 乘, 呈, 城, 惩, 成, 承, 橙, 澄, 程, 裎, 诚, 逞, 秤	15	27	21	5	1	n @ N, t @ N, Z @ N, C a N, S @ N, f @ N, C o N, r @ N, m @ N, z @ N, P @ N, T @ N, l @ N, c @ N, C @ n, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, C @ N i, i C @ N, C @ N y, C @ N u, @ C @ N, C @	41840.6952381	0.45	NA	NA	NA	NA
丞	added	C@N	cheng	C @ N	tʂʻəŋ	NA	C	CVN	1	5	3	3	added	0	0	NA	0	撑, 称, 乘, 呈, 城, 惩, 成, 承, 橙, 澄, 程, 裎, 诚, 逞, 秤	15	27	21	5	1	n @ N, t @ N, Z @ N, C a N, S @ N, f @ N, C o N, r @ N, m @ N, z @ N, P @ N, T @ N, l @ N, c @ N, C @ n, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, C @ N i, i C @ N, C @ N y, C @ N u, @ C @ N, C @	41840.6952381	0.45	NA	NA	NA	NA
瞠	added	C@N	cheng	C @ N	tʂʻəŋ	NA	C	CVN	1	5	3	3	added	0	0	NA	0	撑, 称, 乘, 呈, 城, 惩, 成, 承, 橙, 澄, 程, 裎, 诚, 逞, 秤	15	27	21	5	1	n @ N, t @ N, Z @ N, C a N, S @ N, f @ N, C o N, r @ N, m @ N, z @ N, P @ N, T @ N, l @ N, c @ N, C @ n, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, C @ N i, i C @ N, C @ N y, C @ N u, @ C @ N, C @	41840.6952381	0.45	NA	NA	NA	NA
骋	added	C@N	cheng	C @ N	tʂʻəŋ	NA	C	CVN	1	5	3	3	added	0	0	NA	0	撑, 称, 乘, 呈, 城, 惩, 成, 承, 橙, 澄, 程, 裎, 诚, 逞, 秤	15	27	21	5	1	n @ N, t @ N, Z @ N, C a N, S @ N, f @ N, C o N, r @ N, m @ N, z @ N, P @ N, T @ N, l @ N, c @ N, C @ n, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, C @ N i, i C @ N, C @ N y, C @ N u, @ C @ N, C @	41840.6952381	0.45	NA	NA	NA	NA
誠	added	C@N	cheng	C @ N	tʂʻəŋ	NA	C	CVN	1	5	3	3	added	0	0	NA	0	撑, 称, 乘, 呈, 城, 惩, 成, 承, 橙, 澄, 程, 裎, 诚, 逞, 秤	15	27	21	5	1	n @ N, t @ N, Z @ N, C a N, S @ N, f @ N, C o N, r @ N, m @ N, z @ N, P @ N, T @ N, l @ N, c @ N, C @ n, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N, C @ N i, i C @ N, C @ N y, C @ N u, @ C @ N, C @	41840.6952381	0.45	NA	NA	NA	NA
瞋	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
綝	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
忱	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
陳	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
謓	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
郴	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
棽	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
瘨	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
碜	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
肜	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
諃	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
捵	added	C@n	chen	C @ n	tʂʻən	NA	C	CVN	1	4	3	3	added	0	0	NA	0	嗔, 抻, 琛, 尘, 晨, 沈, 沉, 臣, 莐, 辰, 陈, 衬, 谶, 趁	14	21	17	2	2	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, C @ N, f @ n, S @ n, p @ n, C u n, K @ n, C a n, z @ n, P @ n, s @ n, n @ n, C @ n i, C @ n y, @ n, C @	75829.8235294	0.51	NA	NA	NA	NA
紁	added	Ca	cha	C a	tʂʻa	NA	C	CV	1	3	2	2	added	0	0	NA	0	叉, 喳, 差, 插, 杈, 察, 搽, 查, 檫, 碴, 茶, 岔, 衩, 诧	14	31	22	8	1	T a, p a, m a, n a, t a, C u, S a, C 1, C @, l a, i a, u a, f a, P a, x a, z a, K a, Z a, s a, c a, a a, k a, C a N, C a U, C a n, C a I, C a i, y C a, u C a, C a @, a	222708.204545	0.45	NA	NA	NA	NA
蹅	added	Ca	cha	C a	tʂʻa	NA	C	CV	1	3	2	2	added	0	0	NA	0	叉, 喳, 差, 插, 杈, 察, 搽, 查, 檫, 碴, 茶, 岔, 衩, 诧	14	31	22	8	1	T a, p a, m a, n a, t a, C u, S a, C 1, C @, l a, i a, u a, f a, P a, x a, z a, K a, Z a, s a, c a, a a, k a, C a N, C a U, C a n, C a I, C a i, y C a, u C a, C a @, a	222708.204545	0.45	NA	NA	NA	NA
叉	added	Ca	cha	C a	tʂʻa	NA	C	CV	1	3	2	2	added	0	0	NA	0	叉, 喳, 差, 插, 杈, 察, 搽, 查, 檫, 碴, 茶, 岔, 衩, 诧	14	31	22	8	1	T a, p a, m a, n a, t a, C u, S a, C 1, C @, l a, i a, u a, f a, P a, x a, z a, K a, Z a, s a, c a, a a, k a, C a N, C a U, C a n, C a I, C a i, y C a, u C a, C a @, a	222708.204545	0.45	NA	NA	NA	NA
鑔	added	Ca	cha	C a	tʂʻa	NA	C	CV	1	3	2	2	added	0	0	NA	0	叉, 喳, 差, 插, 杈, 察, 搽, 查, 檫, 碴, 茶, 岔, 衩, 诧	14	31	22	8	1	T a, p a, m a, n a, t a, C u, S a, C 1, C @, l a, i a, u a, f a, P a, x a, z a, K a, Z a, s a, c a, a a, k a, C a N, C a U, C a n, C a I, C a i, y C a, u C a, C a @, a	222708.204545	0.45	NA	NA	NA	NA
镲	added	Ca	cha	C a	tʂʻa	NA	C	CV	1	3	2	2	added	0	0	NA	0	叉, 喳, 差, 插, 杈, 察, 搽, 查, 檫, 碴, 茶, 岔, 衩, 诧	14	31	22	8	1	T a, p a, m a, n a, t a, C u, S a, C 1, C @, l a, i a, u a, f a, P a, x a, z a, K a, Z a, s a, c a, a a, k a, C a N, C a U, C a n, C a I, C a i, y C a, u C a, C a @, a	222708.204545	0.45	NA	NA	NA	NA
茝	added	CaI	chai	C a I	tʂʻaɪ	NA	C	CVV	1	4	3	3	added	0	0	NA	0	拆, 侪, 柴, 豺	4	25	21	2	2	z a I, l a I, T a I, t a I, c a I, k a I, x a I, K a I, m a I, C a N, P a I, C a U, p a I, u a I, s a I, n a I, C a n, Z a I, S a I, C a i, C a @, C u a I, C a I i, a I, C a	72915.3333333	0.51	NA	NA	NA	NA
虿	added	CaI	chai	C a I	tʂʻaɪ	NA	C	CVV	1	4	3	3	added	0	0	NA	0	拆, 侪, 柴, 豺	4	25	21	2	2	z a I, l a I, T a I, t a I, c a I, k a I, x a I, K a I, m a I, C a N, P a I, C a U, p a I, u a I, s a I, n a I, C a n, Z a I, S a I, C a i, C a @, C u a I, C a I i, a I, C a	72915.3333333	0.51	NA	NA	NA	NA
瘥	added	CaI	chai	C a I	tʂʻaɪ	NA	C	CVV	1	4	3	3	added	0	0	NA	0	拆, 侪, 柴, 豺	4	25	21	2	2	z a I, l a I, T a I, t a I, c a I, k a I, x a I, K a I, m a I, C a N, P a I, C a U, p a I, u a I, s a I, n a I, C a n, Z a I, S a I, C a i, C a @, C u a I, C a I i, a I, C a	72915.3333333	0.51	NA	NA	NA	NA
袃	added	CaI	chai	C a I	tʂʻaɪ	NA	C	CVV	1	4	3	3	added	0	0	NA	0	拆, 侪, 柴, 豺	4	25	21	2	2	z a I, l a I, T a I, t a I, c a I, k a I, x a I, K a I, m a I, C a N, P a I, C a U, p a I, u a I, s a I, n a I, C a n, Z a I, S a I, C a i, C a @, C u a I, C a I i, a I, C a	72915.3333333	0.51	NA	NA	NA	NA
囆	added	CaI	chai	C a I	tʂʻaɪ	NA	C	CVV	1	4	3	3	added	0	0	NA	0	拆, 侪, 柴, 豺	4	25	21	2	2	z a I, l a I, T a I, t a I, c a I, k a I, x a I, K a I, m a I, C a N, P a I, C a U, p a I, u a I, s a I, n a I, C a n, Z a I, S a I, C a i, C a @, C u a I, C a I i, a I, C a	72915.3333333	0.51	NA	NA	NA	NA
㳗	added	CaI	chai	C a I	tʂʻaɪ	NA	C	CVV	1	4	3	3	added	0	0	NA	0	拆, 侪, 柴, 豺	4	25	21	2	2	z a I, l a I, T a I, t a I, c a I, k a I, x a I, K a I, m a I, C a N, P a I, C a U, p a I, u a I, s a I, n a I, C a n, Z a I, S a I, C a i, C a @, C u a I, C a I i, a I, C a	72915.3333333	0.51	NA	NA	NA	NA
蠆	added	CaI	chai	C a I	tʂʻaɪ	NA	C	CVV	1	4	3	3	added	0	0	NA	0	拆, 侪, 柴, 豺	4	25	21	2	2	z a I, l a I, T a I, t a I, c a I, k a I, x a I, K a I, m a I, C a N, P a I, C a U, p a I, u a I, s a I, n a I, C a n, Z a I, S a I, C a i, C a @, C u a I, C a I i, a I, C a	72915.3333333	0.51	NA	NA	NA	NA
嫦	added	CaN	chang	C a N	tʂʻaŋ	NA	C	CVN	1	5	3	3	added	0	0	NA	0	娼, 昌, 鲳, 偿, 尝, 常, 肠, 厂, 场, 敞, 唱, 畅	12	34	26	6	2	r a N, S a N, p a N, t a N, Z a N, f a N, C @ N, u a N, k a N, m a N, T a N, C a U, i a N, C o N, c a N, l a N, P a N, z a N, C a n, C a I, K a N, s a N, x a N, n a N, C a i, C a @, C u a N, i C a N, u C a N, C a N i, y C a N, C a N u, C a, a N	26830.8461538	0.38	NA	NA	NA	NA
嚐	added	CaN	chang	C a N	tʂʻaŋ	NA	C	CVN	1	5	3	3	added	0	0	NA	0	娼, 昌, 鲳, 偿, 尝, 常, 肠, 厂, 场, 敞, 唱, 畅	12	34	26	6	2	r a N, S a N, p a N, t a N, Z a N, f a N, C @ N, u a N, k a N, m a N, T a N, C a U, i a N, C o N, c a N, l a N, P a N, z a N, C a n, C a I, K a N, s a N, x a N, n a N, C a i, C a @, C u a N, i C a N, u C a N, C a N i, y C a N, C a N u, C a, a N	26830.8461538	0.38	NA	NA	NA	NA
伥	added	CaN	chang	C a N	tʂʻaŋ	NA	C	CVN	1	5	3	3	added	0	0	NA	0	娼, 昌, 鲳, 偿, 尝, 常, 肠, 厂, 场, 敞, 唱, 畅	12	34	26	6	2	r a N, S a N, p a N, t a N, Z a N, f a N, C @ N, u a N, k a N, m a N, T a N, C a U, i a N, C o N, c a N, l a N, P a N, z a N, C a n, C a I, K a N, s a N, x a N, n a N, C a i, C a @, C u a N, i C a N, u C a N, C a N i, y C a N, C a N u, C a, a N	26830.8461538	0.38	NA	NA	NA	NA
徜	added	CaN	chang	C a N	tʂʻaŋ	NA	C	CVN	1	5	3	3	added	0	0	NA	0	娼, 昌, 鲳, 偿, 尝, 常, 肠, 厂, 场, 敞, 唱, 畅	12	34	26	6	2	r a N, S a N, p a N, t a N, Z a N, f a N, C @ N, u a N, k a N, m a N, T a N, C a U, i a N, C o N, c a N, l a N, P a N, z a N, C a n, C a I, K a N, s a N, x a N, n a N, C a i, C a @, C u a N, i C a N, u C a N, C a N i, y C a N, C a N u, C a, a N	26830.8461538	0.38	NA	NA	NA	NA
